Size	BST/Insert	BST/Remove	BST/Search	DLL/Insert at the back	DLL/Insert at the front	DLL/Remove from the back	DLL/Remove from the front	DLL/Search	Hash Table/Insert	Hash Table/Remove	Hash Table/Search	SLL/Insert at the back	SLL/Insert at the front	SLL/Remove from the back	SLL/Remove from the front	SLL/Search	Vector/Insert at the back	Vector/Insert at the front	Vector/Remove from the back	Vector/Remove from the front	Vector/Search
67500	271	172	1	112	0	0	1	505100	4	0	0	393220	3	354353	29	581622	7	171811	0	280248	86675
67750	153	175	0	1	1	0	0	546974	6	1	0	454066	4	299146	1	569043	0	172369	0	325031	86100
68000	188	188	0	92	91	0	0	535298	2	0	0	423072	108	341755	0	554115	7	171135	1	334784	87825
68250	209	185	0	0	1	0	0	446384	5	1	0	448340	4	331640	0	547518	0	177345	0	350474	89426
68500	221	438	0	1	0	5	0	531626	103	0	0	423893	4	355465	3	508456	50	189922	0	281455	96510
68750	178	183	0	1	1	0	0	473106	4	4	0	433863	0	392156	0	521909	34	280726	0	307696	136014
69000	263	186	0	0	0	0	2	505621	7	2	0	437719	0	430669	0	567012	0	214788	0	326082	134516
69250	161	179	0	0	1	0	0	481342	7	0	1	423709	0	384053	0	592256	7	229042	0	277916	95386
69500	156	193	0	0	0	0	0	505045	5	2	0	418910	1	399333	0	612274	0	303997	3	252300	97973
69750	157	192	0	1	0	0	0	564654	4	0	0	460519	2	437319	0	578010	0	270348	0	242340	98489
70000	147	210	0	105	101	2	0	535796	2	1	0	440065	91	426983	0	608505	6	263234	0	258287	93747
70250	146	190	0	1	2	3	0	521927	95	0	0	480770	0	434015	0	583089	0	233850	0	233998	108019
70500	244	192	1	1	0	0	5	570219	1	1	0	503996	1	417889	1	579760	7	280523	0	221923	104688
70750	134	223	0	1	2	0	0	550598	3	10	0	474898	1	424025	0	601444	0	258950	0	235197	107350
71000	131	228	0	0	4	0	0	563365	8	1	0	495942	0	443813	0	643837	0	262182	0	288193	97413
71250	154	208	0	0	2	0	0	563253	4	1	0	486995	1	453963	0	614372	7	244045	0	259842	109302
71500	144	218	0	0	0	0	0	563165	2	0	0	479866	0	448853	0	612747	0	314807	0	248789	113370
71750	155	209	0	229	1	0	0	562710	95	1	0	477952	3	476747	0	629192	59	302462	1	241588	120990
72000	271	213	1	96	102	0	5	546518	8	5	0	478546	124	484069	0	604282	0	271190	0	219681	109214
72250	171	215	1	0	0	0	0	575685	2	0	0	476343	2	448905	0	600212	0	305431	0	228493	116413
72500	152	207	0	1	0	0	0	588890	4	0	0	492191	35	426466	4	655526	7	293473	0	239158	108568
72750	178	214	0	0	1	0	0	590474	6	0	0	556935	52	440102	0	673193	0	363183	0	296346	107096
73000	174	227	0	0	1	0	0	585185	4	0	0	534443	4	438863	0	652940	35	367458	0	239007	101665
73250	172	287	0	0	1	0	0	607008	4	1	0	493326	1	448824	0	668101	0	390542	0	318950	99432
73500	265	277	0	2	2	1	4	603297	103	0	0	500131	20	451224	1	664173	4	333427	1	266720	102825
73750	163	252	0	3	1	0	0	603679	7	2	0	507632	0	454161	0	655981	7	380560	0	262268	105060
74000	165	251	0	98	105	241	0	612421	3	0	0	511590	202	484054	0	664008	0	320423	0	296511	95816
74250	169	256	0	0	2	0	0	606919	1	1	0	505925	16	478636	0	657977	7	309738	0	239609	100633
74500	164	259	0	6	2	0	67	597981	9	0	0	508142	19	485725	0	674901	0	386056	0	349093	105302
74750	144	251	0	14	3	0	0	602307	5	1	0	517926	11	496270	0	681790	0	400370	0	236681	98294
75000	252	243	0	2	4	0	0	619266	97	1	0	585464	13	482583	0	694570	7	396435	0	220846	96572
75250	165	244	0	0	1	0	0	631074	6	5	0	578155	4	494130	0	697903	0	372805	0	237776	101514
75500	142	264	0	2	0	0	0	639747	3	0	0	544210	11	500743	1	673172	7	360893	0	243590	107077
75750	145	248	0	130	26	3	0	631735	4	0	0	534122	9	502724	0	677460	0	446640	0	242490	102286
76000	160	260	0	0	1	0	1	615566	5	1	0	538034	7	510773	0	678002	0	351942	0	251419	99329
76250	157	255	0	147	113	0	0	654058	2	0	0	549999	182	500721	0	685365	58	373088	0	260551	104088
76500	271	263	0	0	5	0	0	703678	5	1	0	531810	5	508710	6	691218	1	403878	0	241590	100695
76750	158	270	0	1	0	0	1	688418	95	0	0	522279	6	510472	220	701987	7	314415	0	287683	117020
77000	153	267	0	0	1	0	0	675172	9	2	0	545422	1	519922	0	697363	78	312411	0	254263	115061
77250	162	269	0	11	5	4	0	658685	5	0	0	576930	8	519397	0	713816	15	362125	0	253534	127591
77500	169	261	0	3	4	0	1	660239	5	0	0	638935	1	522971	2	695836	8	330429	1	226228	105189
77750	162	258	0	6	0	0	0	643665	5	0	0	549386	0	513314	0	711624	0	287082	0	252609	104437
78000	256	248	0	20	14	1	0	670181	1	27	0	569063	15	520150	0	720615	20	239959	1	262954	112028
78250	171	227	0	175	94	3	0	649338	8	0	0	558697	89	520628	0	707970	47	234326	0	242421	109017
78500	161	220	0	21	0	0	273	679897	97	0	0	553715	1	530838	0	737085	0	233102	0	250826	113751
78750	163	237	0	6	0	0	0	659933	8	10	0	560157	0	526192	0	737850	7	233283	0	228898	105349
79000	157	226	0	0	0	0	0	653204	6	1	0	584572	0	533749	1	736086	27	232081	0	334636	119698
79250	151	218	0	9	3	0	0	661147	6	1	0	566635	0	576824	0	713554	7	233749	0	355568	118197
79500	272	230	0	10	0	0	0	663905	9	1	0	577566	2	536847	0	742232	0	231079	1	372976	115276
79750	161	225	0	9	1	0	4	666919	7	1	0	597204	0	538917	0	749799	0	228965	0	271914	117459
80000	161	221	0	0	0	0	0	673527	101	1	0	600017	0	539017	0	732216	8	227750	0	241340	111827
80250	167	231	0	123	99	0	0	683336	9	0	0	598098	110	542548	0	715663	0	234031	0	281970	117890
80500	164	253	0	0	0	5	0	664411	11	0	0	582171	1	549141	4	731020	0	276728	0	398648	114156
80750	164	235	0	1	0	0	0	697099	7	0	0	570469	0	543432	0	743564	7	285421	0	400791	123338
81000	278	234	0	27	1	0	0	682662	15	0	0	576746	0	544377	1	755784	29	242155	0	349323	123085
81250	153	236	0	13	2	0	1	673168	6	0	0	581623	0	553417	0	744848	7	250340	0	339161	119272
81500	162	244	0	133	0	0	0	684819	36	0	0	602629	0	544886	0	734861	0	238333	0	343318	116912
81750	145	246	0	0	0	0	0	675351	101	0	0	628808	2	554622	0	771446	52	248660	0	351462	120318
82000	215	263	0	65	48	0	0	704990	58	248	0	600592	62	551963	1	748714	54	255755	4	317405	121121
82250	160	280	0	175	91	8	0	756500	11	0	0	627296	94	555825	0	771234	2	275159	0	309237	121856
82500	262	463	0	2	2	0	5	696155	12	0	0	640217	5	556946	0	756417	10	289445	0	332800	130133
82750	157	443	0	3	0	0	1	744549	12	1	0	612635	1	562707	0	750436	0	274155	0	343403	124108
83000	158	214	0	0	0	2	0	711188	3	0	0	604519	0	566421	0	740313	28	284126	0	343885	131725
83250	151	227	0	0	1	0	0	728885	91	0	0	623005	0	564167	0	759490	7	244854	0	337772	122154
83500	370	429	0	0	0	0	0	700342	6	0	0	626223	1	568608	1	762755	0	276893	0	380570	119710
83750	304	187	0	0	0	0	0	707663	4	1	0	608000	2	567477	0	754736	8	271950	0	343587	131807
84000	343	183	0	1	0	0	0	730905	6	2	0	613226	1	567836	0	755171	52	304334	0	336587	182479
84250	231	169	0	126	98	0	0	725064	5	1	0	621968	104	570912	1	765220	0	294722	0	362094	174619
84500	227	161	1	8	4	1	0	708636	16	0	0	631380	13	575410	3	771922	13	331294	0	337372	152708
84750	212	171	0	2	0	1	3	718619	8	0	0	632795	0	578564	0	810412	2	302748	0	266746	129035
85000	206	205	0	0	1	0	0	758250	103	1	0	611361	0	574557	1	786629	32	350287	0	268647	125473
85250	285	175	0	1	1	3	0	877271	11	5	0	632720	1	578959	0	789838	7	289640	28	259142	128573
85500	479	169	0	6	25	0	1	852465	33	1	0	669026	25	583891	0	773784	29	309525	0	260095	141028
85750	217	157	0	0	0	0	0	739945	5	2	0	641068	1	579831	0	803166	8	343468	0	269855	126879
86000	232	178	0	1	0	0	0	727295	7	0	0	643209	0	582509	0	781393	1	336311	0	284402	138196
86250	218	174	0	137	87	155	0	727353	6	1	0	633399	124	583868	0	795488	7	310680	0	268130	124477
86500	213	172	0	0	0	0	2	794501	7	0	0	645193	1	587089	0	795375	0	321657	0	268860	129338
86750	201	192	0	0	1	0	1	816659	99	3	0	649599	0	588255	1	796105	51	364621	0	274118	141139
87000	305	169	0	1	0	0	0	915126	7	0	0	639032	0	597097	0	803458	7	367048	0	268484	146764
87250	200	174	1	0	0	0	0	785890	6	0	0	628043	0	597613	0	791015	28	363008	1	282195	142863
87500	190	179	0	0	1	0	1	803426	7	0	0	674676	0	593891	0	798394	7	402952	0	276229	134670
87750	184	155	0	4	9	0	0	984349	20	1	0	654321	16	593642	0	800282	0	354486	0	284549	144456
88000	286	177	1	0	0	4	0	868459	5	0	0	643169	3	606348	0	793591	0	358444	0	277289	134086
88250	233	179	0	106	88	0	0	886942	98	0	0	665918	142	605773	0	811692	7	396306	0	281234	127000
88500	342	157	0	0	1	0	0	869402	9	4	0	653541	5	614345	2	800803	1	337340	0	279497	150040
88750	223	173	1	0	0	0	0	762122	3	1	0	649089	6	605438	0	805071	7	484325	0	292750	147336
89000	218	171	1	0	0	0	0	757894	12	0	0	650896	6	624239	0	807221	0	412144	0	274717	141777
89250	208	179	0	0	0	0	0	780391	3	0	0	668374	9	608968	0	823193	27	335834	0	306888	177099
89500	202	189	0	0	0	5	0	791963	3	1	0	659894	8	615505	0	808222	7	338570	0	303944	158681
89750	202	179	0	0	1	0	0	785302	7	0	0	682757	4	626497	0	811532	0	308954	0	280777	155913
90000	429	192	0	0	0	0	1	832781	95	0	1	718114	0	625428	0	813984	11	374928	0	303038	242041
90250	217	188	0	106	88	2	0	776568	7	0	0	724016	111	635698	0	811006	0	331099	0	316002	227703
90500	206	199	0	0	1	0	3	808260	4	0	0	690297	0	625181	0	826068	0	340979	0	334784	181430
90750	303	179	0	0	1	0	0	799877	11	1	0	689628	1	623428	0	816831	10	341584	0	292640	180464
91000	269	193	0	0	0	0	0	846321	14	0	0	677389	30	613912	0	822048	0	380615	1	314850	197238
91250	239	193	0	0	0	4	0	856145	8	1	0	683685	11	626733	0	818080	35	410817	0	326023	226537
91500	363	199	0	0	0	0	0	928654	102	2	0	664658	0	635549	0	826793	55	354520	0	323974	180294
91750	228	194	0	0	0	0	0	803353	13	8	0	674392	0	629534	0	825455	0	392191	0	338584	185546
92000	214	196	0	0	1	0	0	888827	6	0	0	698989	2	630724	0	830749	60	372144	0	396711	185293
92250	226	193	0	143	87	0	0	855177	10	1	0	695914	103	630629	0	842031	4571	386518	0	373438	222493
92500	197	213	0	0	0	0	0	829179	4	0	0	697773	0	631751	5	828508	1	324532	0	418651	250884
92750	215	176	0	1	0	4	0	802173	10	0	0	707393	0	630259	0	847575	2	357337	0	332284	253258
93000	323	182	0	1	0	0	1	800406	6	1	0	696626	3	635465	1	854592	7	301730	0	340520	251566
93250	203	187	0	8	5	0	0	802943	99	0	0	686556	4	634082	0	844641	9	298656	0	381507	227167
93500	302	199	0	3	0	0	0	785799	6	1	0	718591	0	646986	0	848275	54	294649	0	373486	169041
93750	240	179	0	0	0	0	0	794344	8	1	0	738819	0	644232	0	840385	1	291339	0	329818	147330
94000	302	191	0	0	0	0	0	807235	8	0	0	680290	1	646506	0	839294	0	313031	0	355798	136242
94250	229	192	0	180	128	3	0	800706	5	0	0	679213	139	646082	0	855224	7	314744	0	324752	134941
94500	436	189	0	94	1	4	0	801181	11	0	0	716985	0	641725	1	863382	0	323758	0	325392	157462
94750	224	199	0	0	0	0	5	820991	7	1	0	668034	0	656661	0	928932	7	311755	0	347460	171989
95000	220	189	0	5	2	0	0	800944	97	1	0	663897	1	662292	0	939001	1	325464	1	341904	152289
95250	205	205	0	63	0	0	0	839693	9	2	0	660669	0	651520	0	913282	0	332869	0	338616	176147
95500	205	183	0	1	0	0	1	826999	8	0	0	664407	0	663016	0	1123786	38	329149	0	336773	171640
95750	209	196	0	0	0	0	8	855369	6	1	0	673176	0	662690	4	925124	1	382321	0	337516	160406
96000	358	196	0	1	0	5	1	823260	5	0	0	675614	0	661350	1	939864	7	351299	0	322743	166145
96250	289	169	0	107	98	0	0	813251	6	1	0	691522	113	657268	0	867770	2	437553	0	357475	191838
96500	266	177	0	0	0	0	0	821806	103	0	0	708857	0	671226	0	887942	57	400949	0	344392	148924
96750	207	197	1	0	0	0	0	849239	11	0	0	687652	0	669330	0	882139	7	362187	1	357261	142001
97000	205	194	0	1	0	0	2	826180	13	0	0	695059	1	680804	0	890482	0	323057	0	393899	138589
97250	220	182	0	0	0	0	1	823380	9	1	0	676174	0	681269	0	906053	6	342645	0	494768	153220
97500	349	191	0	0	0	0	0	860971	8	0	0	688881	0	667204	1	931806	29	330810	0	360052	149827
97750	186	203	1	0	0	0	0	855828	11	0	0	693840	0	672853	0	1124263	0	335789	0	458692	155795
98000	195	185	0	0	0	0	0	847652	4	0	0	673163	0	695552	0	1049161	8	308828	0	426151	160395
98250	209	187	0	133	95	3	0	842883	99	1	0	699472	116	687179	0	941330	0	342944	0	417303	155274
98500	171	223	4	0	0	0	0	852186	15	0	0	715423	0	682890	0	893331	0	325668	0	400138	167008
98750	186	176	0	0	0	0	0	841638	2	0	0	692728	0	689229	0	887115	7	344215	0	356453	160866
99000	436	198	0	1	0	0	1	855866	9	1	0	709652	0	686946	1	951833	0	342700	0	347858	160142
99250	273	217	0	1	2	0	0	836064	10	3	0	820014	0	677582	0	946693	7	380728	0	384587	148313
99500	224	197	1	0	0	0	0	836701	10	3	0	892025	0	687884	0	890191	28	337381	0	517829	152164
99750	229	203	1	0	0	0	4	838450	105	0	0	817565	0	753688	1	885812	0	328446	0	406854	146834
100000	326	199	1	1	0	0	2	845000	56	1	0	722156	0	705451	0	889838	55	335859	0	427742	157340
100250	247	211	0	109	112	0	6	843921	81	2	0	739716	102	716866	0	979730	53	339180	0	420287	159094
100500	442	201	0	1	1	1	0	847907	8	1	0	756588	0	697632	1	1155705	7	329601	0	544185	162520
100750	357	208	0	0	0	0	0	851523	11	2	0	699721	0	690218	0	932024	3	341812	2	372972	168958
101000	222	206	0	2	0	0	0	852051	10	2	0	748658	0	704408	0	919249	0	332475	0	412337	156090
101250	221	207	0	6	6	0	0	849856	13	0	0	805192	1	765285	0	926772	62	365120	0	369426	155001
101500	295	208	0	0	0	0	0	852447	211	2	0	783104	0	792504	0	909202	46	337453	0	378246	155912
101750	292	213	0	10	6	0	1	887546	20	1	0	764526	27	782765	0	1001878	35	344622	0	397106	157023
102000	322	219	0	0	1	0	0	884677	31	1	0	808605	0	778275	1	950514	0	357245	0	455637	161860
102250	240	207	1	122	129	0	0	865575	18	0	0	828237	126	704267	0	947878	0	336070	0	381629	158364
102500	223	215	0	1	0	0	0	875466	10	1	0	832519	0	754315	0	1000871	7	358695	0	373339	162956
102750	215	213	0	0	1	0	0	867401	11	1	0	729084	0	787636	0	934873	54	374603	0	388451	163871
103000	220	216	0	7	1	0	0	892304	210	1	0	746771	0	789648	0	919466	7	342575	0	394099	167276
103250	335	215	0	101	55	0	0	888575	122	2	0	727101	59	793210	1	931322	49	393431	1	405777	187764
103500	345	227	0	0	0	0	0	880006	20	5	0	735280	0	769975	1	938042	29	394716	0	434848	212907
103750	219	230	0	2	0	0	0	933391	12	1	0	794283	0	724224	0	935689	6	403732	0	436160	189529
104000	205	251	0	4	10	0	0	885700	8	3	0	801460	0	786157	0	945618	0	412690	0	407106	179038
104250	2	16	0	0	0	1	2	10896	0	5	0	10717	0	13563	2	11330	0	4143	1	6743	1895

