Size	BST/Insert	BST/Remove	BST/Search	DLL/Insert at the back	DLL/Insert at the front	DLL/Remove from the back	DLL/Remove from the front	DLL/Search	Hash Table/Insert	Hash Table/Remove	Hash Table/Search	SLL/Insert at the back	SLL/Insert at the front	SLL/Remove from the back	SLL/Remove from the front	SLL/Search	Vector/Insert at the back	Vector/Insert at the front	Vector/Remove from the back	Vector/Remove from the front	Vector/Search
17000	21	26	0	2	2	0	0	29781	0	1	0	31243	2	31308	0	30890	6	41071	0	40939	18170
17250	28	25	0	3	2	0	0	30172	3	3	0	31671	2	31813	0	31323	59	41689	0	41685	18451
17500	33	19	0	2	1	0	0	30595	15	2	0	32106	3	32270	0	31899	7	42316	0	42168	18712
17750	124	17	0	29	104	5	0	30954	1	1	0	32685	109	32713	0	32496	37	42979	0	42747	18976
18000	33	19	0	7	1	1	5	31412	5	1	0	32981	3	33187	1	32668	11	43608	0	43391	19259
18250	25	20	0	3	0	0	1	31804	1	5	0	33385	2	33582	0	33042	1152	45326	0	43970	19984
18500	29	24	0	3	1	0	1	32283	3	157	0	33853	1	34024	0	33462	6	44741	0	44578	19809
18750	35	147	0	3	3	0	0	32730	3	5	0	34416	3	34517	0	33927	10	45373	1	45173	20071
19000	27	23	0	0	0	0	0	33151	101	6	0	34878	1	35019	0	34399	7	46165	0	45786	20801
19250	105	23	0	1	1	1	0	33716	3	3	0	35225	3	35612	0	35074	6	46801	0	46417	20615
19500	14	34	0	0	0	0	0	34185	0	5	0	35640	2	36106	1	35284	8	47185	0	47010	20890
19750	12	28	0	73	104	0	2	34656	1	11	0	36434	105	36583	3	35720	34	47767	0	47592	21153
20000	17	26	0	2	3	1	0	35095	0	1	0	36541	2	37109	124	36178	8	48386	0	48217	21420
20250	39	25	0	2	3	0	1	35414	1	6	0	36945	4	37599	0	36605	7	48950	0	48830	21681
20500	36	24	0	3	0	0	0	35835	1	3	0	37408	2	38044	0	37149	6	49553	0	49433	22076
20750	129	28	0	0	1	0	0	36193	103	3	0	37856	3	38628	1	37555	7	50186	0	50043	22410
21000	26	23	0	1	0	0	1	36603	1	3	0	38325	6	38962	0	37990	7	50774	0	50623	22666
21250	86	33	0	16	50	216	1	37036	15	2	0	38842	53	39549	0	38436	105	51377	0	51517	22840
21500	27	26	0	2	3	0	0	37682	3	5	0	39203	2	39980	0	38900	7	51982	0	52276	23078
21750	36	122	0	97	105	3	2	38733	3	15	0	39950	102	40712	3	39447	38	52590	0	52508	23325
22000	30	30	0	3	0	0	141	38524	1	3	0	40352	3	41001	0	39835	6	53199	0	53088	23602
22250	105	24	0	6	11	2	0	38841	101	1	0	40701	8	41551	0	40339	57	53822	1	55594	23854
22500	24	35	0	3	3	0	0	39586	0	3	0	41161	1	42082	0	40741	8	54444	0	63113	24135
22750	38	31	0	3	0	0	0	40416	7	4	0	41643	2	42897	0	41177	7	55010	0	54879	24406
23000	31	30	0	4	0	0	0	40164	4	2	0	42073	1	43741	0	41654	7	55617	0	55488	24662
23250	27	27	0	3	0	0	0	40672	4	5	0	42639	1	43872	0	42202	7	56249	0	56094	24936
23500	26	33	0	2	0	1	0	41152	2	2	0	43003	3	44067	0	42528	6	57108	0	56665	25240
23750	135	25	0	102	102	1	0	41689	2	3	0	43800	103	44453	0	43005	8	57643	0	57328	25499
24000	35	35	0	1	2	0	0	42226	103	2	0	43869	2	44923	138	43440	36	58088	0	58124	25747
24250	40	33	0	4	2	0	0	42712	4	8	0	44249	2	45424	0	44067	6	59304	0	58517	26024
24500	30	30	0	8	7	0	0	43171	2	5	0	44719	7	45884	0	45329	32	59372	0	59121	26308
24750	32	190	0	3	2	0	0	43638	4	4	0	45193	4	46285	0	45868	6	59912	0	59745	26581
25000	23	66	0	4	2	0	0	44072	5	123	0	45705	3	46735	1	45187	6	60485	0	60414	26842
25250	136	41	0	4	0	0	3	44542	9	5	0	46236	1	47204	4	46262	8	61107	0	60938	27106
25500	44	33	0	4	1	0	0	44938	9	11	0	46731	3	47784	0	46185	6	61728	0	61668	27384
25750	25	43	0	102	106	4	0	45429	29	7	0	47327	102	48195	0	46538	7	62320	1	62586	27722
26000	37	28	0	4	0	0	0	45872	7	7	0	47747	4	48701	0	46951	36	63080	0	64426	27917
26250	33	35	0	3	1	1	3	46214	6	7	0	48253	2	49221	0	47567	7	63736	0	63491	28197
26500	36	35	0	3	1	0	0	46652	4	4	0	48722	0	50582	0	48972	7	64138	0	63992	28460
26750	137	43	0	2	0	1	0	47035	6	4	0	49230	0	50246	0	49036	8	64739	0	64558	28756
27000	33	40	0	4	1	0	0	47447	4	4	0	49740	0	50848	0	49032	6	65303	0	65473	28999
27250	209	28	0	3	4	0	0	48078	107	6	0	50597	0	51338	0	49624	59	65916	1	65802	29279
27500	279	25	0	2	2	0	0	49634	3	3	0	53888	6	51739	0	50002	1904	68259	0	66389	30158
27750	343	13	0	110	110	0	0	51623	9	4	0	51561	104	52138	1	50481	6	67408	0	66989	29826
28000	401	24	0	4	14	1	0	49378	2	2	0	51523	13	52636	0	50921	51	67797	1	67637	30097
28250	541	33	0	0	3	0	0	50026	6	136	0	52370	2	54392	6	51420	56	69085	0	68244	30359
28500	354	38	0	2	1	0	0	50533	5	0	0	52818	5	56320	0	52068	6	69885	1	68852	30633
28750	345	39	0	2	3	0	0	50949	5	3	0	52909	2	54078	0	52379	7	69606	0	69600	30911
29000	359	28	0	2	2	0	0	51440	102	1	0	54032	1	54433	0	52633	57	70381	0	70079	31180
29250	272	44	0	3	2	0	0	51913	4	0	0	53950	2	54958	0	53145	7	70826	0	70904	31435
29500	268	46	0	4	0	0	0	52458	4	2	0	54561	1	55550	0	53895	7	71420	0	71313	31698
29750	456	37	0	106	104	107	0	53061	1	1	0	55252	102	55988	0	61183	6	72025	10	73743	31975
30000	270	44	0	3	2	0	0	53391	5	1	0	55622	2	56507	0	56145	34	72881	0	73353	32354
30250	271	42	0	3	2	0	107	53813	3	3	0	56121	3	57063	0	56667	8	74452	0	73093	33140
30500	275	43	0	2	1	0	0	54275	105	4	0	56860	1	57572	0	56111	6	73883	1	73834	34182
30750	272	47	0	2	0	0	1	54702	15	2	0	57100	2	58022	0	56274	6	74451	0	74293	33196
31000	253	35	0	2	24	1	0	55142	33	3	0	57540	1	58866	0	57595	12	75217	0	74992	33350
31250	356	45	0	2	1	0	0	55479	1	2	0	58024	2	59744	0	57760	8	76017	0	75544	33633
31500	223	43	0	1	2	0	0	56077	6	3	0	58542	2	59382	0	58030	10	76403	0	76152	33923
31750	221	47	0	106	102	0	0	56437	54	8	0	59547	107	59882	0	58672	9	77175	0	76760	34165
32000	205	50	0	2	0	0	0	57082	8	3	0	59519	8	60232	1	58953	6	79480	1	77343	34473
32250	196	47	0	4	4	0	0	57425	108	2	0	60004	2	60762	108	64337	92	78143	0	78056	34728
32500	183	34	0	1	1	0	0	76303	6	0	0	60449	3	61349	0	64082	9	78707	0	78599	34985
32750	330	43	0	1	0	0	0	74191	7	4	0	61066	2	62796	1	61137	7	79562	0	79989	35390
33000	193	60	0	2	0	0	1	63084	2404	3	0	61623	3	71990	0	61565	13	79943	0	79921	35571
33250	203	41	0	0	1	0	0	61479	2	4	0	61990	0	63362	0	62080	9	80527	1	83369	35827
33500	251	53	0	1	1	0	0	61349	58	4	0	65950	4	63661	0	62687	53	81198	12	87435	36113
33750	170	171	0	1	105	3	0	62494	1	3	0	64921	106	64202	1	63310	9	81815	0	82078	36407
34000	149	45	0	105	1	0	0	62898	31	3	0	65222	4	65176	0	68990	9	82360	0	82595	36643
34250	252	55	0	3	3	0	42	64053	2	2	0	65692	4	79568	0	76796	35	82981	11	82957	36956
34500	145	44	0	5	2	0	0	63943	4	2	0	66330	2	65908	0	65802	7	83765	0	83714	37842
34750	141	50	0	3	2	0	0	64640	6	6	0	67158	5	66402	1	65387	8	84195	0	84291	39011
35000	119	41	0	5	3	0	1	76649	3	120	0	67487	5	70172	0	66409	6	85222	0	84987	37763
35250	133	60	0	24	1	0	1	66481	4	3	0	67922	3	68296	0	66628	7	88004	1	85799	38036
35500	135	55	0	3	2	0	0	66083	106	3	0	66783	0	69046	0	67544	6	86096	0	86161	38290
35750	235	56	0	5	104	0	0	67556	4	0	6	67182	105	69228	0	67508	6	86611	0	90945	39171
36000	128	57	0	109	4	0	0	67313	9	1	0	67539	4	69631	0	67727	11	87369	1	114746	38910
36250	120	57	0	4	2	0	0	71554	3	0	0	68011	1	70430	144	68301	37	87840	0	121548	39164
36500	134	58	0	0	0	0	0	95030	7	0	0	68474	0	71870	0	69305	6	88439	0	133839	39437
36750	139	71	0	2	0	0	0	68837	2	1	0	69215	0	83757	0	69681	7	89159	0	125330	39703
37000	153	144	0	0	0	0	0	69806	6	0	0	69819	1	75157	0	69739	114	89630	1	127085	39996
37250	280	66	0	0	3	0	0	70237	106	1	0	72533	2	72330	0	70237	10	91209	0	126537	41481
37500	141	50	0	9	5	0	0	71792	52	1	0	70406	8	72800	0	70669	10	91008	2	127358	43198
37750	138	52	0	3	108	109	1	71512	4	5	0	71001	108	73456	0	70891	8	91767	0	127827	41071
38000	136	68	0	105	3	0	0	71754	10	3	0	71352	2	74877	0	105966	18	93021	0	129521	41130
38250	140	70	0	0	0	0	135	75498	11	7	0	71906	2	76320	0	76994	43	96153	0	139540	41434
38500	139	63	0	3	1	0	0	74136	30	3	0	73339	2	80387	0	83721	18	93381	0	152831	41743
38750	237	76	0	4	2	0	1	75913	111	7	0	72918	3	77123	0	93894	15	94031	1	133077	41965
39000	127	72	0	2	2	0	0	74597	5	2	0	73643	1	78127	0	77174	17	94792	1	129295	42549
39250	126	69	0	3	1	0	0	77527	6	1	0	75841	3	79196	0	80313	8	95257	0	134395	42562
39500	113	74	0	2	0	0	0	84309	8	5	0	74614	1	79828	0	77523	8	95862	0	133015	42817
39750	141	186	0	4	0	0	0	84130	5	3	0	75150	125	81014	0	79367	8	96532	0	136210	43364
40000	168	80	0	102	103	0	0	111364	32	2	0	75788	2	105663	0	80346	6	97207	0	132681	43419
40250	204	74	0	4	4	0	3	79269	5	7	0	76154	3	120443	5	79015	36	97757	0	172802	43729
40500	152	70	0	19	55	0	0	80576	167	2	0	76978	56	82507	0	80344	63	98468	0	151665	44037
40750	90	69	0	2	0	0	0	80535	21	3	0	83540	4	85147	0	80809	59	101221	0	137597	44327
41000	89	66	0	2	0	0	0	97142	6	2	0	79478	0	86146	0	108800	3034	106474	0	140778	45725
41250	104	73	0	1	0	1	1	86173	8	6	0	86980	6	85838	1	101474	11	100444	0	143719	45101
41500	98	70	0	5	0	1	0	85180	3	294	0	79846	1	92382	0	85531	10	101510	0	142635	45294
41750	195	97	0	2	0	4	0	85963	3	7	0	80666	106	85626	0	84532	8	101599	0	147069	45699
42000	108	64	0	108	101	0	1	88218	7	2	0	81369	1	85880	0	85583	65	102215	0	151614	46411
42250	110	73	0	2	1	0	2	87330	105	7	0	81920	1	86855	0	85584	36	104032	0	167898	47972
42500	116	73	0	2	0	1	0	110086	5	7	0	82037	4	89389	1	88026	7	103957	0	147123	49530
42750	119	91	0	1	0	0	0	151349	7	11	0	83339	3	87947	1	88114	7	104209	0	144245	49627
43000	116	167	0	1	0	0	0	93804	6	2	0	82669	0	127300	0	87288	9	105085	0	147495	52278
43250	226	64	0	1	1	0	0	94923	17	4	0	84044	2	103996	0	89338	8	107293	0	145399	52720
43500	108	83	0	2	0	0	0	93545	8	6	0	84707	2	90476	0	90298	7	110450	0	148401	48257
43750	120	91	0	2	2	0	0	94091	123	3	0	93785	4	93600	0	97886	6	107108	0	147346	47941
44000	112	78	0	102	103	0	0	94965	5	4	0	85625	105	106798	0	122082	7	111726	0	155856	48814
44250	103	71	0	2	2	0	0	96296	7	2	0	85678	0	92610	172	92404	36	108749	0	155078	48729
44500	120	78	0	3	0	1	0	98788	9	4	0	87384	3	93410	0	93172	9	108497	0	149939	48814
44750	207	57	0	4	11	1	0	101813	9	14	0	88295	11	97049	1	95191	9	109491	1	155553	49122
45000	102	59	0	2	1	0	0	100772	5	6	0	89570	3	95991	0	94220	58	109808	0	151011	49653
45250	97	72	0	1	3	0	0	106501	7	10	0	93841	4	95154	0	96832	7	110866	0	153102	49713
45500	100	102	0	1	3	1	0	139534	105	5	0	91147	2	95993	0	98279	8	111506	2	164853	50168
45750	100	98	0	2	4	1	0	100322	10	3	0	96814	1	152928	0	98919	8	115181	0	193109	54154
46000	97	183	0	106	106	113	1	101059	18	9	0	99395	103	99791	0	102289	11	116424	0	191369	54238
46250	179	89	0	1	1	0	76	108302	20	3	0	98032	3	101986	0	109936	48	113285	0	155272	51910
46500	95	92	0	4	5	0	0	106488	8	6	0	109806	2	113492	1	121309	13	113986	0	157477	52994
46750	237	92	0	4	4	0	0	123560	8	6	0	96236	3	103679	2	120113	17	116650	0	180909	52598
47000	248	93	0	2	2	0	0	106133	107	5	0	105386	2	104895	2	106649	61	115853	0	161676	52630
47250	137	92	0	2	2	0	0	105852	11	1	0	105157	2	107048	3	109899	7	115831	3	165060	52995
47500	126	91	0	3	2	0	0	110174	9	3	0	104160	2	110367	0	110826	9	116689	2	176166	53443
47750	220	84	0	1	3	1	1	159954	10	2	0	108462	2	108304	1	119291	7	117259	4	166751	53859
48000	110	94	0	101	108	1	0	109777	5	3	0	102725	105	206401	5	111219	8	120136	0	164095	54457
48250	91	100	0	2	7	0	0	110563	5	7	0	105553	4	110923	78	118029	37	123193	0	185549	59023
48500	101	96	0	0	4	0	1	112553	8	3	0	107208	0	114511	0	116211	8	120502	0	210141	63122
48750	159	117	0	1	0	0	0	112907	111	3	0	103688	2	119097	0	129623	7	127491	3	120029	55888
49000	150	198	0	3	9	0	0	147031	26	1	0	122505	11	116821	0	140882	17	121561	2	133209	55553
49250	233	93	0	4	3	2	1	161291	12	2	0	105062	3	116779	0	117517	7	121057	0	122078	55774
49500	130	114	0	0	1	0	0	119504	26	0	0	115344	2	120825	0	119868	6	121925	0	123183	56785
49750	136	110	0	1	3	0	0	167245	9	3	0	135076	1	123608	0	120140	8	123373	0	123496	56551
50000	161	107	0	102	105	4	0	123764	12	3	0	119843	104	180457	0	120071	6	123657	0	125078	56936
50250	212	101	0	3	1	0	68	125184	104	1	0	110520	2	129148	1	124178	35	134682	0	124913	57570
50500	181	109	0	2	2	0	0	125145	8	3	0	172564	7	143945	1	125734	7	125278	0	126453	57751
50750	286	102	0	3	1	0	0	126892	5	1	0	114730	6	138594	0	124695	6	125393	0	125948	57808
51000	184	113	0	2	3	0	0	124877	8	0	0	136020	4	146160	0	189277	7	127515	0	137764	58351
51250	166	105	0	0	1	1	1	126241	6	2	0	118005	3	142907	0	133811	8	127258	0	130755	60447
51500	165	102	0	1	2	0	0	129544	7	312	0	117104	2	147520	0	155321	9	127096	0	128579	59073
51750	174	105	0	1	1	0	0	186104	17	3	0	122349	5	213015	0	140746	6	128052	0	135966	59271
52000	166	118	0	104	106	0	0	136801	116	3	0	123200	104	147664	0	150654	62	129057	0	134101	60099
52250	273	95	0	1	0	0	1	136022	10	3	0	121736	5	155645	3	139679	35	136258	0	131696	59827
52500	166	109	0	2	1	1	0	135061	7	1	0	141410	5	145337	0	155332	12	135941	0	133042	61160
52750	155	123	0	2	0	1	0	147888	7	1	0	157282	7	149697	0	195973	63	132041	0	133034	66196
53000	163	112	0	0	1	2	0	183947	8	6	0	179579	4	155531	0	148702	7	132472	0	144807	72018
53250	163	102	0	1	2	0	0	140360	13	6	0	128626	4	159242	0	142135	8	131434	1	135494	61838
53500	145	114	0	0	0	0	0	188324	9	2	0	131819	5	217489	0	141402	58	133261	0	134729	62186
53750	265	123	0	1	1	0	0	144856	167	1	0	141810	5	177559	0	159289	6	132838	0	137024	65500
54000	142	120	0	167	104	234	0	144056	1	4	0	132229	106	170124	0	156530	8	133358	0	136267	63859
54250	159	114	0	6	5	0	142	145461	11	4	0	134084	8	187674	0	146267	16	149713	0	137230	71491
54500	143	116	0	4	0	0	0	145656	59	6	0	133778	1	192458	0	190259	34	143334	0	138236	63410
54750	183	121	0	9	23	0	0	146702	22	6	0	162792	18	209549	0	152915	30	140601	0	139632	67034
55000	141	457	0	4	1	0	0	159293	12	3	0	141183	9	206929	0	151932	6	138573	0	153162	70320
55250	249	141	0	2	2	0	1	198813	115	1	0	144125	2	173716	0	160115	8	138656	0	142501	64141
55500	152	130	0	2	0	0	1	151700	8	2	0	148541	2	183626	0	161152	8	140866	0	154809	64502
55750	142	128	0	6	0	0	0	167508	4	5	0	147431	2	182499	0	156906	6	140702	0	141788	65437
56000	137	167	0	105	103	0	1	192925	13	3	0	149137	105	246067	1	252664	6	140575	0	146968	65771
56250	138	143	0	6	28	0	0	172659	10	1	0	149912	28	277988	76	178309	61	156269	0	144286	66115
56500	133	111	0	2	2	1	0	163938	9	1	0	179008	2	195705	0	168701	7	149245	0	145422	66075
56750	247	137	0	1	2	0	2	207468	12	2	0	153907	3	195632	0	186774	8	143829	0	157221	75794
57000	138	133	0	3	1	0	0	171038	109	6	0	171506	2	208965	0	168996	80	144790	0	145544	78438
57250	139	130	0	2	1	0	0	175367	6	2	0	159636	1	319205	0	170282	6	145368	0	147103	68832
57500	126	138	0	1	0	0	0	170918	10	0	0	157750	3	240541	0	233893	7	148613	0	146503	70339
57750	146	148	0	0	0	0	0	171875	10	0	0	159868	4	302154	1	175700	7	150101	0	148067	69496
58000	134	149	0	109	101	2	0	172130	6	7	0	188427	104	236474	0	186578	6	163285	0	149388	82052
58250	251	151	0	4	0	0	3	216828	10	2	0	175904	3	277791	0	181182	36	151400	0	153524	77856
58500	130	131	0	2	1	0	0	181800	112	2	0	181646	3	222804	0	238067	8	155236	0	161963	69937
58750	133	138	0	1	1	0	0	177371	14	5	0	178413	2	234753	0	230097	9	152518	0	151830	72409
59000	125	143	0	3	1	0	0	176991	16	1	0	184819	2	252250	1	175268	8	153868	0	152601	70465
59250	128	138	0	0	1	0	0	176644	12	1	0	175931	0	342396	0	204415	7	152276	0	153609	71645
59500	124	106	0	4	2	0	0	221356	7	3	0	200391	0	216504	2	212329	6	152062	0	154047	71304
59750	231	96	0	7	0	0	0	201181	6	3	0	181072	0	189255	1	196114	8	169630	0	155165	72213
60000	141	126	0	107	105	0	0	225177	9	3	0	198292	109	218756	0	256866	6	157740	0	155930	73215
60250	114	123	0	3	0	0	0	218591	107	2	0	179936	2	196681	5	200696	6	155817	0	173104	76061
